id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
1614	USERNAME وجهك حبيبتي وجه السعد والخير ..الله يجمعنا عن قريب ..مشتاقه الكن ولكل حبه تراب من سوريا . URL 	Positive	0.9099
1615	RT USERNAME: #سوريا_نحن_معكم  يسطرالمجد تاريخك فتبدا العزه تعانق اسوارك …  ماضيك وحاضرك ومستقبلك نصر يا سوريا •° #فريق_الآمل 	Positive	1
1616	RT USERNAME: #شام #سوريا | قصف من الطيران الحربي يستهدف حي بستان القصر بحلب 	Negative	1
1617	RT USERNAME: #يا_أمير_المؤمنين إن المستضعفين في فلسطين ولبنان و سوريا والعراق يعقدون الأمل في الله أولاً ثم فيك لنصرتهم فلا تنسهم و بثباتك … 	Positive	0.8119
1618	RT USERNAME: اللهم انصر اهلنا واخواننا في سوريا ، اللهم عجل نصرهم الله ارنا في بشاار عجاائب قدرتك ياحي ياقيوم \" 	Positive	0.6277
1619	RT USERNAME: أموي #سوريا •  #طفلـْـْك_جنتك   ينشأ الصغير على ما كان والده إنّ الأصولَ عليها ينبت الشجر 	Positive	0.5018
1620	الجزيزة|اقتصاد: أوروبا توافق على مباحثات غاز مع موسكو URL #البحرين #اخبار #الكويت #السعودية #عمان #قطر #سوريا #مصر 	Neutral	0.8023
1621	RT USERNAME: “USERNAME: صورة موثرة طفلة سورية كتب الله لها أن تنجو من بين أنقاض المنازل URL” 	Positive	0.5731
1622	(وقالوا لولا نزل هذا القرآن على رجل من القريتين عظيم) [الزخرف:31]  URL #ربي انصر سوريا  #غرد_بالخير 	Positive	0.904
1623	#Syria حماه: كفرزيتا: الطيران الحربي يشن غارة جوية بالصواريخ الفراغية على أحياء المدينة Hama: Kafr... URL via FaceBook 	Negative	0.8986
1624	RT USERNAME: اللهـم اجعل مساء الجمعه فرج لكل صابر وشفاء لكل مريض ورحمة لكل ميت ونصرة لاخواننا في سوريا وبورما واستجابة لكل دعاء فأنت على ك… 	Positive	0.7939
1625	USERNAME: اللهم أميين يارب العالمين USERNAME  #Syria #سوريا URL URL 	Positive	0.7501
1626	USERNAME USERNAME USERNAME USERNAME الجزائر ليست سوريا وجيش الجزائر ليس جيش بشار 	Negative	0.4925
1627	RT USERNAME: “USERNAME: من يخبر هذا الطفل الباكي   أن شقيقه و والده قد رحلوا من الحياة! لكم الله يا #اطفال_سوريا #سوريا URL 	Negative	0.8281
1628	ادلب  مقتل جمال القسوم الملقب أبو مازن قائد ما يسمى لواء رجال الشام التابع لجبهة ثوار سورية اثر انفجار عبوة لاصقة... URL 	Negative	0.6748
1629	أموي #سوريا •  #درعا   #جبهةالنصرة اليوم قصف معاقل النظـْـْام السوري في بلدة نصيب بالهاون وبالتحديد الجمرك ردآ... URL 	Negative	0.9127
1630	آطلبي يَ سوريا الرحمَن فـ أنتم مظلومين فـ دعوتُكم مستجابه ، و إن دعوةُ المظلوم ليسَ لها حجاباً . URL 	Positive	0.8056
1631	USERNAME لا نريد فتنة داخلية ...يقتل فيها الإخوة بعضهم البعض كما يحدث في سوريا الآن ، وقد يكون بوتفليقة أخف الأضرار علينا 	Negative	0.6025
1632	RT USERNAME: مقتل 14 شخصاً وجرح العشرات بانفجار سيارة مفخخة اليوم بالقرب من مسجد بلال في مدينة حمص وسط سورية 	Negative	0.8006
1633	#ساعة_استجابة  اللهم انصر اخواننا المسلمين في سوريا وفلسطين وفي كل بقعة من بقاعك يا حي يا قيوم  ♥ 	Positive	0.8382
1634	RT USERNAME: مراسلنا: قصف بالبراميل التي تحتوي على غازات سامة بكفرزيتا بريف حماة وأكثر من 70 حالة اختناق #حماة #سوريا 	Negative	0.8361
1635	RT USERNAME: سوريا هي مربط للنظام الدولي سقوطه يعني زعزعة الأمن في الشرق الأوسط  يعني عجز أمريكا التدخل عسكريا  يعني ورطة النظام الدو… 	Negative	0.8955
1636	أموي #سوريا •   دخول لواء الشهيد رائد المصري مدينة درعا لضرب ميليشيـْـْات النصيرية ورفع الظلم عن اهلنا  لواء... URL 	Negative	0.6864
1637	RT USERNAME: \"USERNAME: في سوريا فقط ..  أصّبح الجُوع هُو الطريق إلى الجنه !!  #سوريا URL" 	Negative	1
1638	RT USERNAME: لم أجد أكثر حطةً ودناءةً من أولئك الأوباش الذين يتشمّتون بحال أهل #سوريا بدلًا أن يُناصروهم ويقفوا معهم في محنتهم. 	Negative	1
1639	USERNAME حياك الله وإنشاء الله يفرج عن اهل سوريا يابلد URL 	Positive	1
1640	#الكورد في #كوردستان #سوريا   يا زلمة كلنا ع بعضنا ما بنطلع 5 مليون   تحملوا بعض شو صاير عليكم؟؟!!!! وعووووو - يشعر بـ الانزعاج 	Negative	1
1641	RT USERNAME: #شام #سوريا | #حلب : استشهاد 4 أشخاص جراء إلقاء الطيران المروحي برميلاً متفجراً على حي بستان القصر قبل صلاة الجمعة. 	Negative	0.904
1642	RT USERNAME: اُوصيكم واُوصي نفسي بقراءة المعوذات . #غرد_بالخير #غرد_بذكر_الله #سبحان_الله #استغفر_الله #انشر #السعودية #سوريا URL 	Positive	0.8193
1643	RT USERNAME: #جبهة_النصرة | ومن القفار الجرد تبزغ...نبعة الماء القراح / تزهو بألوية العقيدة...والبطولات الصحاح #درعا URL" #سوريا 	Negative	0.5187
1644	RT USERNAME: اشجع نساء العالم ليست فلسطينية سقت ارضها وقضيتها دمها،وليست سورية فقدت ابنائها وعرضها في سبيل حريتها بل سعودية فقط تزوجت من تري… 	Positive	0.588
1645	RT USERNAME: أغيثوا أهلنا في #سوريا بالمال ..والكلمة..والدعاء  عبر #مجلس_الداعمين لثورة #سوريا في #الكويت URL 	Positive	0.502
1646	أجمل وأقوى أبتسامه  والله أطفال #سوريا سينتصرون ولو بعد حين اللهم عجل بالفرج لأطفالها ونسائها ورجالها #سوريا_تتحرر URL 	Positive	0.8852
1647	أموي #سوريا •  #غزوة_الاعتصام - #حلب - #الغرفة_المشتركة_لأهل_الشام - اشتباكات عنيفة مع مليشيات الاحتلال النصيرية... URL 	Negative	0.8985
1648	#سعود_الفيصل  يطالب الجامعة العربية بمنح مقعد #سوريا  للإتلاف الوطني المعارض   مالفائدة بعد كل هذا الوقت؟! 	Negative	0.8026
1649	RT USERNAME: ياربّ إنّ لك عبـاداً في #سوريا ينتظرون فرجـاً قريبـــاً فـبشّرهـم.. 	Positive	0.8244
1650	RT USERNAME: “مستوطنون يحرقون مسجداً بأم الفحم بالأراضي الفلسطينية المحتلة  المجاهدين مشغولين في سوريا والعراق بالدور يا جماعه وفلسطين لاح… 	Negative	1
1651	#بل_هذا_منهجهم // كشف ملابسات #اغتيال_أمير_جبهة_النصرة_بإدلب #القائد_أبي_محمد_فاتح وأفراد عائلته:  URL 	Negative	0.7385
1652	#Syria حلب: قرية عزيزة  كتائب الثوار تسيطر على حاجزي الدشم والحمام في قرية عزيزة 	Negative	0.5116
1653	RT USERNAME: ياكريم وكل عبدٍ لك فقير يارحيم وسامعٍ منّا النداء  يوم هالجمعة نبي نصرٍ كبير من جنود الأرض وجنود السماء  #سوريا #الجمعة #يار… 	Positive	0.8978
1654	RT USERNAME: جهاز لمساعدة مريض #التوحد الذى لايتكلم  URL      #حلب #دمشق #توحد #Syria 	Neutral	0.4959
1655	#غرد_بصورة_من_سوريا تخرج من تحت الانقاض بعد قصف الطيران ولم تترك حجابها الملطخ بالدم  #سوريا #براميل_الموت #EyeOnHoms URL 	Negative	0.9072
1656	RT USERNAME: #سورية #الشرق_الأوسط أعنف المعارك في حلب والخناق يشتد على مسلحي حمص URL 	Negative	0.9033
1657	USERNAME USERNAME ماهي جنسية الموذيعة والاعلامية اسيا عبدالله سورية ام اردنية ام ماذا ارجو الرد وشكرا 	Neutral	1
1658	RT USERNAME: الشهيد وجدي العنزي  ذهب للجهاد بعد عرسه  اللهم تقبل منه الشهاده وارزقه الفردوس الاعلى   URL 	Negative	0.5089
1659	RT USERNAME: واحد منكم يسوى مية .. انتو يا جيش الحرية..#سوريا URL 	Positive	0.8998
1660	USERNAME الزمن دوار ..وحسابن عسير من سوريا ومن رب العالمين .. 	Negative	0.5509
1661	#الغوطة_الشرقية #دمشق انباء عن اسقاط طائرة ميغ ب #المليحة   #سوريا 	Negative	0.724
1662	RT USERNAME: يـــا بآسط الأرض ورافــع السمـاءابسط رحمتك لأهل سوريــآ وارفــع عــنهم البـــلاء #دعواتكم لــ #سوريا URL" 	Positive	0.7975
1663	RT USERNAME: { إن الله تكفل لي بالشام وأهله }  وعد من الله لنبيّه ، ومن أصدق من الله قيلا  فلا تيأسوا يا أهل #سوريا فما نراه سحابة ستمر وي… 	Positive	0.8957
1664	RT USERNAME: وخرجتُ من تحت الرّگامِ ودمعتي تجري على خدي من الآلامِ وسألتُ من حولي رأيتم والدي أم صرتُ يا قومي من الأيتامِ #سوريا URL 	Negative	1
1665	RT USERNAME: اللهم انصر اخواننا المستضعفين في سوريا . 	Positive	0.7593
1666	#دمشق: =====  الجيش السوري يستهدف الجماعات المسلحة في مناطق سيطرتها بمحيط #مخيم اليرموك بدمشق   شبكة سورية الآن 	Negative	0.9034
1667	RT USERNAME: قحطاني من السعوديه مجاهد في سوريا ..  قصيده للمجاهد جميله .. اللهم انصرهم URL 	Positive	0.7427
1668	RT USERNAME: سوريا :- داعش تفجر منازل قادة جبهة النصرة في قرية غريبة الشرقية بعد دخولهم لها وانسحاب عناصر النصرة من أقوى معاقلهم في ريف دير الزور 	Negative	1
1669	RT USERNAME: المركز الفلسطيني للإعلام/ #عاجل |#سوريا|استشهاد اللاجئ الفلسطيني \" ايهاب الأخرس\"... - عبر تطبيق نبض USERNAME URL 	Negative	0.8572
1670	RT USERNAME: فليعلم من لم يعلم/ سوريا مقبره لكل تكفيري وغازي وغريب URL 	Negative	0.6078
1671	USERNAME اتمنا من كل قلبي ان يعود كل مغترب الي سوريا فهيا امنا جميعا  ادعو ربي ان يخلصنا من هل اوساخ ويبعد الشر عن سوريا ا 	Positive	0.8001
1672	#سورية   #حمص  #الدار_الكبيرة   18 4 2014 قصف عنيف بالهاون وسط البلدة   URL 	Negative	1
1673	#حلب جانب من الاشتباكات المستمرة على جبهة الراموسة  URL #دمشق #درعا #حمص 	Negative	0.9029
1674	أهمية المعلومات جاءت من سوريا\"، الآن.  السلام والأمن من \"باتيستا حلب\" إلى حلب، سوريا، بطل الجنود ضد الإرهابيين.... URL 	Positive	0.5962
1675	إرادة الشعوب ، أقوى من أي إرادة آخرى .. #مصر #سوريا 	Positive	1
1676	USERNAME USERNAME  ثورة سوريا انحرفت عن مسارها بعد تدخل الايادي الاجنبيه لتدمير الوطن  ولكن في الاخير حق لسوريين ان ينالو حريتهم 	Negative	0.9028
1677	RT USERNAME: تقرير بريطاني: المعارضة البحرينية تعلن التحالف مع بشار الاسد (هيتلر شرق الاوسط). #البحرين #الوفاق #سوريا #الشيعة 	Negative	0.5083
1678	RT USERNAME: لمن يسأل عن تيشيرت #سوريا متوفر في معارض ستايل اسلام USERNAME URL 	Neutral	0.8037
1679	RT USERNAME: في #سوريا… اخوان يرجون رحمة ربهم ثم الدعاء الصادق … 	Positive	0.4937
1680	RT USERNAME: اللهم احقن دماء المسسسلمين في سورية 	Positive	0.9159
1681	RT USERNAME: #شام #سوريا| ريف #دمشق: قصف عنيف على مزرعة بيت جن بالمدفعية من قبل قوات الأسد. 	Negative	1
1682	RT USERNAME: #سوريا: إعفاء الأمير بندر كان بضغط أمريكي و #السعودية مصممة على إسقاط #بشار_الاسد... URL 	Negative	0.5005
1683	USERNAME USERNAME  واليوم عندما لفح#الارهاب#العربي#الاسلامي#النفطي سورية وبات السوريون في الخيام رآيت ألواناً من النفاق 	Negative	1
1684	USERNAME USERNAME اقسم بالله نحن في سوريا لما فاز البطل مرسي في الانتخابات الثوار والمجاهدين فرحوا كانما قتل بشار  #الشعب_يرد_تحية_الرئيس 	Positive	0.6072
1685	USERNAME  حرام هذا المبلغ أخي هو موجود في الدير إما في الميادين أو في الشحيل  المبلغ المرقوم لاعتقاله : خمس فرنكات سورية وزيادة 	Neutral	0.5009
1686	RT USERNAME: أموي #سوريا •  #معركة_الانفال   من أثار قصف ميليشيات النصيرية على منازل المدنيـْـْين في مدينة كسب 	Negative	1
1687	RT USERNAME: “USERNAME: كل المؤشرات تقول أن #حلب ستكون محررة #قريبا من الإحتلال الإسدي إن شاء الله   #سوريا  #syria  #دمشق” 	Positive	0.9037
1688	USERNAME  سؤال : ما هي أمن مدينة في سورية الان ؟؟؟ الجواب : الرقة !!!! السبب :لان من في داخلها ( داعش ) { دولة الاسلام العراق والشام } 	Neutral	0.5828
1689	RT USERNAME: ‏انتقلت الى رحمة الله تعالى ((نخوة العرب)) عن عمر يناهز ١٤٠٠ عام  تقبل التعازي في سوريا {يمنع اصطحاب الرجال}   URL 	Negative	1
1690	الانتربول يبحث عن مراهقتين نمساويتين ذهبتا للجهاد في سوريا طالع الخبر المصور      URL 	Neutral	0.5025
1691	RT USERNAME: \" #العربية\" تحصل على لقطات لمخابئ أسلحة داعش في #الأنبار #سوريا URL URL 	Negative	0.5066
1692	#Syria #حمص_المحاصرة 18-4-2014 :: قامت وحدة المدفعية التابعة لكتائب الأنصار باستهداف تجمعات قوات... URL via FaceBook 	Negative	0.6454
1693	RT USERNAME: مافي غيرك بشار الاسد انت الحامي سوريا ورافع راسنا بين الاعراب الله يحميك النا ولسوريا الاسد ❤️ بنحبك يا كبير ❤️ URL 	Positive	0.8957
1694	\"المسلمين نايمين نومة أهل الكهف\" بس أهل الكهف هربوا بدينهم للكهف والمسلمين اليوم هربوا من دينهم للكهف #EyeOnHoms  #سوريا 	Negative	0.8979
1695	#ساعة_أستجابة لا تنسون اموات المسلمين واهل سوريا من دعواتكم ♥. 	Positive	0.646
1696	أموي #سوريا •  -ريف دمشق-#المليحة فيديو   الثوار وهم فـْـْي الخطوط الأولى على جبهة المليحة . الرابط :: URL 	Neutral	0.5045
1697	RT USERNAME: الصين والروس وإيران الصفوية اغتالوا ثورة كرامة عزة اﻻمه وحنا نتفرج على أخبار العربية والشام يصرخ وﻻ احد شايل همه  #سوريا 	Negative	1
1698	RT USERNAME: #انتخبوا_العرص  URL بين #مصر #سوريا شبيحه بلطجيه ثوار احرار 	Negative	0.6212
1699	USERNAME هدا لوكانت ثورة حق لكنها ثورات الخريف العربي تنفيد مخطط الصهاينة  ا وتصير سورية العراق وليبيا وافغانستانوالصومال 	Negative	0.8119
1700	#شهبا_برس   كهل الجزائر الخًرف يفوز ومعتوه سورية يتحضر للترشيح !!  URL URL 	Negative	0.7966
1701	#أحرار_الشام : من يقودهم ؟ و ما هي أهم أهدافهم ؟! #الدولة_الإسلامية_في_العراق_و_الشام  #سوريا URL 	Negative	0.5474
1702	RT USERNAME: عجوز بريطانية عمرها 92 سنة قامت بحياكة 400 كنزة صوف، ولما قاموا بسؤالها لمن صنعتهم أجابت: لأطفال #سوريا URL 	Positive	0.7224
1703	أمة نيوز| بالفيديو.. قذائف “فرسان الحق” تضرب مراكز الأسد في “مورك حماة”: استهدف مقاتلو لواء فرسان ... URL #سوريا 	Neutral	0.4154
1704	RT USERNAME: اللهم ادم علينا الأمن والامان اللهم اجمع شملنا ولا تفرقنا اللهم انصر اخواننا في #سوريا وفلسطين وبكل مكان  URL 	Positive	0.8505
1705	#حماة #كفرزيتا حالات اختناق للمرة السادسة جراء القاء برميل لم ينفجر  URL #دمشق 	Negative	1
1706	RT USERNAME: أكبر تجميع في سوريا هو الجبهة الإسلامية  مشروعهم مشروع قطري : أي يسقط بشار  يقيمون دولة على إثر دولة آل سعود  تحت قبة ال… 	Neutral	0.4929
1707	RT USERNAME: #سوريا لن نناشد الضمير العالمي الغائب! ولا هيئة الأمم المتخاذلة! ولا بني يعرب فهم أذل من أن يكون لديهم عقد أو حل! إنما سننا… 	Negative	0.9145
1708	USERNAME USERNAME USERNAME وبإذن الله تعالى نحن من سيعيد بناء سورية الحديثة ولاتهمنا التضحيات 	Positive	0.8388
1709	USERNAME عجبالغيرة تضهرون تجادلون عن اهل البدع لما بان عوارهم والدمع تسكبون هاكم اثارهم سوريا العراق تونس ارض الاسلام منهم هجت هذى ثمارهم 	Negative	0.8904
1710	RT USERNAME: سكس جنس ثالث   URL جنس نيك محارم مصر سوريا السعودية صور ورعان قطر دياثة دب… 	Negative	0.498
1711	#سوريا #syria شام حمص الوعر دمار أحد المباني جراء القصف العنيف الذي استهدف الحي 18 4 2014 - YouTube  URL 	Negative	0.9123
1712	RT USERNAME: لن يهدأ العراق ولن يتوقف صراع سوريا ولن تتصالح مصر  الا بزعماء اشداء وعادلين ك عمر بن عبدالعزيز وصدام حسين رحمة الله عليهم 	Negative	1
1713	RT USERNAME: USERNAME  ماشق الصفوف في افغانستان وفي سوريا وفي مصر شي اكثر من الاحزاب. اسلامنا وسنة نبينا؟ تنبذ التحزب والتمييز والتعص… 	Negative	0.5863
1714	RT USERNAME: USERNAME الآن كلمة جديدة للشيخ الظواهري فيها حقائق كثيرة #كلمة_الظواهري_الواقع_بين_الألم_والأمل #سوريا  URL" 	Negative	0.4093
1715	\"USERNAME: #yemen #اليمن سوريا واوكرانيا مشكلة متشابهة ، ومصالح الدول الكبرى هدفها واحد - ي:  URL" 	Negative	0.5947
1716	#سورية   هل قلت اليوم :   لا إله إلا أنت سبحانك إني كنت من الظالمين 	Positive	0.6844
1717	SyrianRevolution'11: يا فتيان سوريا ويا شرفاءها الأحرار: اسألوا الخونة والمنافقين الذين باعوا #حمص و... URL 	Negative	0.9248
1718	RT USERNAME: #أحرار_الشام : من يقودهم ؟ و ما هي أهم أهدافهم ؟! #الدولة_الإسلامية_في_العراق_و_الشام  #سوريا URL 	Neutral	0.6961
1719	RT USERNAME: وئام وهاب: المعركة الكبرى انتهت في سوريا وأتوقع أن ينتخب الرئيس بشار الأسد قبل الرئيس اللبناني 	Neutral	0.5066
1720	USERNAME الرقة أهدى مكان فى سوريا وأكثره استقرارا بشهادة كل من فيها ومن خارجها بطلوا اشتغالات الله يكرمكم 	Positive	0.4041
1721	RT USERNAME: #غرد_كأنك_في_عام2114 بكون مع بنتي ان شاء الله ف سوريا وهي منتصره - واقول لها قصة سوريا و الحرب اللي صارت فيها 😣💘💘💘. 	Positive	0.8294
1722	RT USERNAME: أحبط جنود أتراك محاولة تسلل مجموعة مهربين حاولت إدخال مواد مهربة في شاحنات من #سوريا إلى #تركيا في منطقة كيليس الحدودية بين … 	Positive	0.5452
1723	#ادلب  مقتل جمال القسوم الملقب أبو مازن قائد ما يسمى لواء رجال الشام التابع لجبهة ثوار سورية اثر انفجار عبوة... URL 	Negative	0.8109
1724	RT USERNAME: USERNAME -   على أعلى يسار شاشتها - علم سوريا مرفوع - وفي وسط شاشتها - علم اسرائيل يُداس -  دمتي للإسلام ناصرة 💕 	Positive	0.6963
1725	RT USERNAME: تصريح زعيم حزب اللات الوثني قال \" إذا سقطت سوريا بيد المسلمين فستسقط فلسطين بأيد المسلمين \" تجد الشرح أدناه URL 	Negative	0.7954
1726	#Syria إدلب: التمانعة: الطيران المروحي يلقي برميل متفجر يحوي غازات سامة على المدينة Idlib: Tamanah:... URL via FaceBook 	Negative	0.9134
1727	RT USERNAME: مع اطفال وايتام سوريا ...  #متنافسون2  USERNAME URL 	Negative	0.597
1728	USERNAME  لا تُوجد بقعة في سوريا إلا وتشتكي ذات الوجع 	Negative	1
1729	RT USERNAME: لمناسبة بدء مؤتمر جنيف 2 أاكد بان المجتمع الدولي يجب ان يركز على القضية الرئيسية في سوريا وهي تدخل النظام الإيراني #Iran #Iraq #Geneva2 	Neutral	0.9024
1730	RT USERNAME: أذكرونا بدعوه تسعدنا ♡ #أطفال_سورية #يارب انصرهم على من ظلمهم ؛؛ #يوم_الجمعة  #دعاء #تذكير #اطفال #سوريا #بحاجتكم ~ htt… 	Positive	0.6962
1731	الاسد \"قزم\" امام ثوار حمص . ياللتاريخ الذي يصنع في أحياء حمص المحاصرة.  #سوريا 	Negative	0.5955
1732	RT USERNAME: من حمص السنيه في سوريا الى الرمادي السنيه في العراق  صوره لكل مسلم هذه افعال العدو الشيعي  الشيعه هم العدو فاحذروهم URL 	Negative	0.9011
1733	RT USERNAME: هيكل: أمريكا اكتشفت أن الغاز المستخدم في سوريا من تدبير الأتراك لضرب الأسد URL 	Negative	0.9039
1734	#كاريكاتير  #الطواغيت URL #بورما 48 	Negative	0.6044
1735	RT USERNAME: في هذآ آلبرد لآ تنس آن تحمد الله على جدران تؤويك وع غطاء يحميك صورة من مخيم الاجئين اللهم انصر اخواننا ف  سوريا URL 	Negative	0.5038
1736	#Syria سوريا الشعب : قصف لقوات النظام بالهاون و الرشاشات الثقيلة على حي الوعر في حمص  #s... URL #سوريا #الي� 	Negative	1
1737	#Syria ادلب: سراقب: استشهاد جمال قسوم ابو مازن قائد لواء رجال الشام من قرية كفربطيخ جراء زرع عبوة... URL via FaceBook 	Negative	1
1738	USERNAME باذن الله راح تنتصر سوريا 	Positive	0.7745
1739	USERNAME امين يارب ولو ماوجد بيت يكفي تراب سوريا يكفي ريحتها  مابدنا بيوت علتراب نام والسماء تغطينه والرحمان يحمينه ويحميك يارب 	Positive	0.604
1740	#سوريا بالفيديو.. ثوار”الأنفال” يحبطون عملية تسلل في ريف اللاذقية ويصرعون 4 جنود: تصدى مقاتلو معركة الأنفال، ا... URL 	Negative	0.637
1741	#ديرالزور 2014/4/18 جانب من الاشتباكات على أسوار مطار ديرالزور العسكري ج1 URL #دمشق 	Negative	0.7074
1742	RT USERNAME: نصيحة إلى المجاهدين فى الشام : الأخوة الايمانية بينكم مقدمة على الشحناء و البغضاء   #توجيهات_جهادية #سوريا #العراق 	Negative	0.4977
1743	RT USERNAME: ستعود سوريا باسمة ، وتعود مصر آمنة ويعود العراق شامخاً ، وتعود ليبيآ زآهره ونُصلي في الأقصى معاً  أحلامٌ تملأ قلوبنا والله قاد… 	Positive	0.9084
1744	USERNAME USERNAME بالقضاء على اخر ارهابى بأرض سورية وليس جلاء المرتزقة لاوطن لهم 	Negative	0.5527
1745	#حلب طريق الباب قصف بالبراميل المتفجرة على الحي والدفاع المدني يحاول إخراج المدنيين 18-4-2014 URL 	Negative	0.8971
1746	RT USERNAME: بعد ٣ سنوات، لنتذكر أن الأزمة في #سوريا كانت ثورة سلمية قبل أن تمسي حربا دموية. (برج ايفل في الأمس: \"مع السوريين\") URL 	Negative	0.9065
1747	RT USERNAME: USERNAME USERNAME USERNAME USERNAME راجعين ع سوريا الغالية عن قريب ❤️ 	Positive	1
1748	#أوغاريت ||#سوريا ::آ خر المستجدات : #حمص : حي #الوعر , استشهاد الطفل عمر اللاظ... ... URL 	Negative	1
1749	RT USERNAME: باي باي أيام الشعر اﻷسود بس كان حلو مو ؟! 😛 #سورية #مصر #الامارات #المغرب #لبنان #العراق #السعودية… URL 	Negative	0.4106
1750	CH1: سوريا شوفير دبابة معلم URL 	Negative	0.5033
1751	RT USERNAME: - شوارع . . اختلط فيها \" الدم \" بـ \" الدمع \"  ( صبرٌ جميل . . والله المستعان يا #سوريا ) !!    URL 	Negative	0.8987
1752	#بوكس_نيوز || سوريا  ريف إدلب سقوط عدد من الجرحى جراء القصف بالبراميل المتفجرة على قرية قطرة بريف معرة النعمان 	Negative	0.904
1753	RT USERNAME: أموي #سوريا •  #عاجل #وادي_بردى #اشرفية_الوادي   اربعة قذائف بين هاون وقذائف دبابات على سيل وادي العجل وقذيفة على... http://… 	Negative	0.635
1754	أنواع كراسي الرئاسة العربية .!  #العرب #الجزائر #مصر #لبنان  #سوريا URL 	Neutral	0.7998
1755	اغمض عينيك لدقيقة وتخيّل أنك بــ #سوريا !! ألا تعتب وتتمنى مليار مسلم يدعون لتفريج كرباتك وخوفك وضيقتك  #رتويت  #مصر 	Negative	0.7114
1756	RT USERNAME: أموي #سوريا •     #أهل_الشام - جثة أحد مليشيات الاحتلال النصيرية و لقاء مع أحد المجاهدين المرابطين فـْـْي   جمعية... http://… 	Negative	0.7445
1757	USERNAME المشكله يا أخي أن كل فصيل يفكر نفسه هو المسلم وغيره كافر ! كل فصيل يقول الحق معي ونسوا الشعب المسكين وبكذا خسروا الجهاد وخسروا سوريا 	Negative	0.8283
1758	RT USERNAME: اللهم انصر المسلمين في سوريا بنصرك وأيدهم بتأيديك وأمدهم بجند من جندك واربط على قلوبهم وثبت أقدامهم ويسر أمورهم ووفقهم واحفظهم… 	Positive	0.9011
1759	RT USERNAME: تمسون على مايضحي شهداء سوريا من أجله     كما يقول  :   USERNAME ✌️ 	Negative	0.4124
1760	RT USERNAME: السوريون يلومون الجزائريين لانتخابهم رئيساً معاقاً ، في حين أنهم قاموا بالفعل نفسه منذ ثلاثة عشر عاماً ! #سوريا #انتخبو_… 	Negative	0.9107
1761	#شام #سوريا | #ريف_دمشق : قوات النظام تستمر بقصفها من الدبابات والهاون على مناطق... ... URL 	Negative	0.9187
1762	RT USERNAME: ريف دمشق: اشتباكات بين الثوار وقوات الأسد على طريق المتحلق الجنوبي من جهة عربين #Syria 	Negative	0.8023
1763	RT USERNAME: عندما يشتد برد الشتاء القارص ؟ يجتمع سلاطين العرب قرب المدافئ ! واطفال سوريا يتراجفون بردا في الشوارع !! URL 	Negative	1
1764	Fresh: #syria# Hama | #حماة #الريف_الجنوبي |  :... - المكتب الإعلامي - مجلس قيادة الثورة في حماة Hama RC URL #news #syria 	Neutral	1
1765	RT USERNAME: العزف على وتر الكلمات .. *استهداف الممانعة #سوريا  *استهداف المقاومة ~ حزب الﻻت *استهدف القضية ~ حماس #اكيد_فيه_حاجة_غلط 	Negative	0.8322
1766	اخوان سوريا غرروا بالداخل السوري بالسلمية و استحضروا كل وجوه العلمانين كممزق المصحف برهان غليون و خونة الطوائف من... URL 	Negative	1
1767	RT USERNAME: يارب انصر جميع اخواننا في سوريا 😭😭😭😭😭😭 	Positive	0.9097
1768	USERNAME #سوريا تابعني اتابعك 	Neutral	0.7212
1769	USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME فديت سوريا والجزائر وتونس كمان 💋😍💋😍💋😍احبكم❤️ 	Positive	0.8082
1770	RT USERNAME: \"USERNAME: مهلا يا شيخ أيمن | ويل للمطففين | لسنا خوارج:: URL #الدولة_الإسلامية_في_العراق_والشام #سوريا … 	Neutral	0.5037
1771	#ريتويت #وذكر #السعودية #الكويت #البحرين #الإمارات #قطر #عمان #اليمن #سوريا #فلسطين #مصر #follow #ksa… URL 	Neutral	0.9097
1772	RT USERNAME: #شام #سوريا| ريف #درعا: قصف بلدة المسيفرة بالبراميل المتفجرة من الطيران المروحي. 	Negative	1
1773	#Syria ريف ادلب: التمانعة  100 شخص أصيبوا بالاختناق اليوم جراء إلقاء مروحيات الاسد براميل متفجرة تحتوي على غاز الكلور 	Negative	0.8951
1774	RT USERNAME: اقسم بالله انه كذاب جاء بالدم على سوريا (( فقط سؤال حيرني كثير لماذا اكثر الناس لا تعرف الكذاب URL 	Negative	0.919
1775	RT USERNAME: اليوم الثلاثاء هو يوم #التضامن_مع_الأطفال_السوريين .. أطفال سوريا كان الله معكم URL 	Positive	0.9101
1776	RT USERNAME: - وعن الطّفْـلِ .. الّذي يُحـرَقُ في الثّـورةِ   - كي يَغـرقَ في الثّروة  أشباهُ الرِّجالْ !   #أحمد_مطر / سوريا URL 	Negative	1
1777	RT USERNAME: أموي #سوريا •  ريف حماة - اللطامنة   استشهاد الشاب المجاهد عبد الكريم قـْـْدور الخاروف في مدينة مورك أثناء قيامه بواجبه الجهادي 	Negative	0.8124
1778	USERNAME هل هذا يؤكد الأن ما قلناه في سورية منذ بداية الأحداث عن دخول القاعدة و مموليها لاستغلال الاحداث و سفك الدماء و نشر الارهاب ؟؟ 	Negative	1
